Info Date,Ticker,Company,Sector,Market Cap,Shares Outstanding,Open,Close,Volume,Change (%)
2025-04-15,BCI,BCI Minerals Ltd,Materials,693003134.64,2887513061.0,0.235,0.24,278637.0,2.13
2025-04-15,DVP,Develop Global Ltd,Materials,684338646.29,272644879.0,2.44,2.51,1027333.0,2.87
2025-04-15,KKC,KKR Credit Income Fund,Not Applic,683771827.72,322533881.0,2.12,2.12,438673.0,0.0
2025-04-15,SLX,SILEX Systems Ltd,Capital Goods,680973790.64,238102724.0,2.95,2.86,1743288.0,-3.05
2025-04-15,PEP,Pepper Residential Securities Trust No. 39,Not Applic,680321252.07,184368903.0,3.69,3.69,0.0,0.0
2025-04-15,PWH,PWR Holdings Ltd,Automobiles & Components,670761279.7,100563910.0,6.46,6.67,184893.0,3.25
2025-04-15,RFF,Rural Funds Group,Equity Real Estate Investment Trusts (REITs),670323558.28,389722999.0,1.71,1.72,416852.0,0.58
2025-04-15,PPC,Peet Ltd,Real Estate Management & Development,667126512.3,468158956.0,1.35,1.425,23263.0,5.56
2025-04-15,RPL,Regal Partners Ltd,Financial Services,657404284.72,338868188.0,1.75,1.94,2079098.0,10.86
2025-04-15,JIN,Jumbo Interactive Ltd,Consumer Services,651257523.14,62440798.0,10.25,10.43,122835.0,1.76
2025-04-15,BOT,Botanix Pharmaceuticals Ltd,"Pharmaceuticals, Biotechnology & Life Sciences",650618561.05,1832728341.0,0.355,0.355,0.0,0.0
2025-04-15,HGH,Heartland Group Holdings Ltd,Banks,648668890.29,940099841.0,0.7,0.69,25274.0,-1.43
2025-04-15,WHF,Whitefield Industrials Ltd,Not Applic,647380244.28,120107652.0,5.35,5.39,26303.0,0.75
2025-04-15,PGC,Paragon Care Ltd,Health Care Equipment & Services,637292574.76,1655305389.0,0.4,0.385,103141.0,-3.75
2025-04-15,FCL,Fineos Corporation Holdings Plc,Software & Services,632994373.55,338499665.0,1.805,1.87,71643.0,3.6
2025-04-15,MOT,Metrics Income Opportunities Trust,Not Applic,624995020.8,332444160.0,1.9,1.88,459657.0,-1.05
2025-04-15,MYS,Mystate Ltd,Banks,623940159.06,169089474.0,3.64,3.69,175899.0,1.37
2025-04-15,OPH,Ophir High Conviction Fund,Not Applic,623276085.6,222598602.0,2.72,2.8,124178.0,2.94
2025-04-15,MIR,Mirrabooka Investments Ltd,Not Applic,619174502.34,194708963.0,3.24,3.18,101430.0,-1.85
2025-04-15,LLL,Leo Lithium Ltd,Materials,608438045.57,1204827813.0,0.505,0.505,0.0,0.0
2025-04-15,TEA,Tasmea Ltd,Capital Goods,607468392.96,230101664.0,2.7,2.64,130533.0,-2.22
2025-04-15,SX2,Southern Cross Gold Consolidated Ltd,Materials,606970220.0,121394044.0,4.97,5.0,195877.0,0.6
2025-04-15,FPR,Fleetpartners Group Ltd,Financial Services,606577450.5,224658315.0,2.61,2.7,246606.0,3.45
2025-04-15,RF1,Regal Investment Fund,Not Applic,603017180.9,216912655.0,2.7,2.78,197783.0,2.96
2025-04-15,HM1,Hearts and Minds Investments Ltd,Not Applic,602223099.21,228982167.0,2.61,2.63,240820.0,0.77
2025-04-15,PPM,Pepper Money Ltd,Financial Services,599427237.6,444020176.0,1.35,1.35,194075.0,0.0
2025-04-15,APZ,Aspen Group,Equity Real Estate Investment Trusts (REITs),596391776.64,200805312.0,3.0,2.97,126803.0,-1.0
2025-04-15,GWA,GWA Group Ltd,Capital Goods,594059453.12,265205113.0,2.23,2.24,68829.0,0.45
2025-04-15,JLG,Johns LYNG Group Ltd,Capital Goods,588877184.48,283114031.0,2.05,2.08,2120964.0,1.46
2025-04-15,ACL,Australian Clinical Labs Ltd,Health Care Equipment & Services,585778225.5,198568890.0,3.0,2.95,306562.0,-1.67
2025-04-15,AEF,Australian Ethical Investment Ltd,Financial Services,585246039.0,113419775.0,5.27,5.16,66502.0,-2.09
2025-04-15,MYX,Mayne Pharma Group Ltd,"Pharmaceuticals, Biotechnology & Life Sciences",567095872.46,81245827.0,7.02,6.98,1367240.0,-0.57
2025-04-15,UNI,Universal Store Holdings Ltd,Consumer Discretionary Distribution & Retail,563130745.4,76720810.0,7.25,7.34,158996.0,1.24
2025-04-15,RUL,Rpmglobal Holdings Ltd,Software & Services,561979377.08,222126236.0,2.53,2.53,186356.0,0.0
2025-04-15,URW,Unibail-Rodamco-Westfield,Equity Real Estate Investment Trusts (REITs),561526999.0,92814380.0,6.0,6.05,229555.0,0.83
2025-04-15,CU6,Clarity Pharmaceuticals Ltd,"Pharmaceuticals, Biotechnology & Life Sciences",560758562.94,321351612.0,1.665,1.745,3541673.0,4.8
2025-04-15,PYC,PYC Therapeutics Ltd,"Pharmaceuticals, Biotechnology & Life Sciences",550946688.0,550946688.0,0.975,1.0,2554640.0,2.56
2025-04-15,MAH,Macmahon Holdings Ltd,Materials,549521383.59,2154985818.0,0.245,0.255,852482.0,4.08
2025-04-15,PCI,Perpetual Credit Income Trust,Not Applic,544865237.28,486486819.0,1.135,1.12,663795.0,-1.32
2025-04-15,FGG,Future Generation Global Ltd,Not Applic,544611467.4,398982760.0,1.37,1.365,244619.0,-0.36
2025-04-15,MAC,MAC Copper Ltd,Materials,543334364.65,40821515.0,13.59,13.31,61964.0,-2.06
2025-04-15,CUV,Clinuvel Pharmaceuticals Ltd,"Pharmaceuticals, Biotechnology & Life Sciences",538327786.2,50123630.0,10.66,10.74,130031.0,0.75
2025-04-15,EBR,EBR Systems Inc,Health Care Equipment & Services,522054853.6,372896324.0,1.79,1.4,5286833.0,-21.79
2025-04-15,SLF,SPDR S&P/ASX 200 Listed Property ETF,Not Applic,510249512.31,41450001.0,12.32,12.31,17945.0,-0.08
2025-04-15,AD8,Audinate Group Ltd,Technology Hardware & Equipment,505980595.58,83357594.0,6.1,6.07,167180.0,-0.49
2025-04-15,SRV,Servcorp Ltd,Real Estate Management & Development,493439440.0,98687888.0,4.99,5.0,60343.0,0.2
2025-04-15,FGX,Future Generation Australia Ltd,Not Applic,488894427.82,409116676.0,1.2,1.195,259944.0,-0.42
2025-04-15,KSC,K & S Corporation Ltd,Transportation,484445399.82,136848983.0,3.54,3.54,0.0,0.0
2025-04-15,IFM,Infomedia Ltd,Software & Services,480786127.58,378571754.0,1.33,1.27,234317.0,-4.51
2025-04-15,WTN,Winton Land Ltd,Real Estate Management & Development,480514252.32,296613736.0,1.62,1.62,0.0,0.0
2025-04-15,GNP,Genusplus Group Ltd,Capital Goods,473888877.55,180185885.0,2.58,2.63,293900.0,1.94
2025-04-15,STX,Strike Energy Ltd,Energy,473038151.85,2866897890.0,0.16,0.165,2805407.0,3.13
2025-04-15,HCW,Healthco Healthcare and Wellness REIT,Equity Real Estate Investment Trusts (REITs),471242494.8,561002970.0,0.815,0.84,1044804.0,3.07
2025-04-15,CCL,Cuscal Ltd,Financial Services,467411897.32,191562253.0,2.47,2.44,75586.0,-1.21
2025-04-15,MLX,Metals X Ltd,Materials,465355557.45,886391538.0,0.51,0.525,3913915.0,2.94
2025-04-15,PEA,Pepper Residential Securities Trust No. 30,Not Applic,460718569.14,430578102.0,1.07,1.07,0.0,0.0
2025-04-15,FFM,Firefly Metals Ltd,Materials,457380206.82,564666922.0,0.83,0.81,1516720.0,-2.41
2025-04-15,GNG,GR Engineering Services Ltd,Materials,456874978.56,167353472.0,2.73,2.73,153501.0,0.0
2025-04-15,QOR,QORIA Ltd,Software & Services,455554846.95,1301585277.0,0.345,0.35,2546687.0,1.45
2025-04-15,SXE,Southern Cross Electrical Engineering Ltd,Capital Goods,453461623.65,264409110.0,1.675,1.715,549949.0,2.39
2025-04-15,KPG,Kelly Partners Group Holdings Ltd,Commercial & Professional Services,452592000.0,44900000.0,10.31,10.08,30640.0,-2.23
2025-04-15,IMR,Imricor Medical Systems Inc,Health Care Equipment & Services,451658379.72,320325092.0,1.545,1.41,423789.0,-8.74
2025-04-15,AEL,Amplitude Energy Ltd,Energy,450739364.08,2651408024.0,0.17,0.17,2294776.0,0.0
2025-04-15,CVL,Civmec Ltd,Capital Goods,450047280.0,508528000.0,0.885,0.885,232742.0,0.0
2025-04-15,SVM,Sovereign Metals Ltd,Materials,449622398.58,646938703.0,0.68,0.695,683551.0,2.21
2025-04-15,C79,Chrysos Corporation Ltd,Commercial & Professional Services,445870286.4,115810464.0,3.8,3.85,52879.0,1.32
2025-04-15,ARU,Arafura Rare EARTHS Ltd,Materials,443579164.38,2464328691.0,0.17,0.18,6700968.0,5.88
2025-04-15,ALK,Alkane Resources Ltd,Materials,442045581.16,605541892.0,0.71,0.73,2684072.0,2.82
2025-04-15,KGN,Kogan.com Ltd,Consumer Discretionary Distribution & Retail,439410918.7,99414235.0,4.38,4.42,200562.0,0.91
2025-04-15,TRA,Turners Automotive Group Ltd,Consumer Discretionary Distribution & Retail,438934909.7,89578553.0,4.9,4.9,0.0,0.0
2025-04-15,TWR,Tower Ltd,Insurance,438466640.64,342552063.0,1.275,1.28,38485.0,0.39
2025-04-15,AFG,Australian Finance Group Ltd,Financial Services,435938162.45,270769045.0,1.61,1.61,228090.0,0.0
2025-04-15,AQZ,Alliance Aviation Services Ltd,Transportation,432958187.31,160950999.0,2.42,2.69,19261.0,11.16
2025-04-15,PIC,Perpetual Equity Investment Company Ltd,Not Applic,432890006.13,383088501.0,1.145,1.13,209951.0,-1.31
2025-04-15,CRN,Coronado Global Resources Inc,Materials,427495701.15,1676453730.0,0.24,0.255,9387528.0,6.25
2025-04-15,LYL,Lycopodium Ltd,Capital Goods,424823015.94,39740226.0,10.31,10.69,40355.0,3.69
2025-04-15,CWP,Cedar Woods Properties Ltd,Real Estate Management & Development,420804172.2,82510622.0,5.15,5.1,31942.0,-0.97
2025-04-15,SST,Steamships Trading Company Ltd,Capital Goods,420781776.09,31008237.0,13.57,13.57,0.0,0.0
2025-04-15,BRN,Brainchip Holdings Ltd,Software & Services,415277055.67,2025741735.0,0.2,0.205,7345990.0,2.5
2025-04-15,DSE,Dropsuite Ltd,Software & Services,410312720.8,70988360.0,5.8,5.78,80852.0,-0.34
2025-04-15,SM1,Synlait Milk Ltd,"Food, Beverage & Tobacco",410174706.64,603198098.0,0.68,0.68,6754.0,0.0
2025-04-15,KCN,Kingsgate Consolidated Ltd,Materials,407247673.36,257751692.0,1.61,1.58,1136659.0,-1.86
2025-04-15,DUR,Duratec Ltd,Capital Goods,407047205.0,252041613.0,1.6,1.615,572144.0,0.94
2025-04-15,AMI,Aurelia Metals Ltd,Materials,406217433.6,1692572640.0,0.235,0.24,4492470.0,2.13
2025-04-15,OCA,Oceania Healthcare Ltd,Health Care Equipment & Services,405569376.8,724231030.0,0.51,0.56,6520.0,9.8
2025-04-15,DXC,Dexus Convenience Retail REIT,Equity Real Estate Investment Trusts (REITs),405004295.22,137756563.0,2.89,2.94,245540.0,1.73
2025-04-15,MEK,Meeka Metals Ltd,Materials,402362827.2,2514767670.0,0.165,0.16,9202181.0,-3.03
2025-04-15,BFG,Bell Financial Group Ltd,Financial Services,400929935.0,320743948.0,1.28,1.25,9555.0,-2.34
2025-04-15,IPG,Ipd Group Ltd,Capital Goods,399220290.7,103693582.0,3.95,3.85,57194.0,-2.53
2025-04-15,BMN,Bannerman Energy Ltd,Energy,397026487.2,178840760.0,2.16,2.22,657033.0,2.78
2025-04-15,CHN,Chalice Mining Ltd,Materials,396807323.76,389026788.0,0.98,1.02,4153783.0,4.08
2025-04-15,ALI,Argo Global Listed Infrastructure Ltd,Not Applic,396443271.96,177777252.0,2.24,2.23,110868.0,-0.45
2025-04-15,CDP,Carindale Property Trust,Equity Real Estate Investment Trusts (REITs),395483878.14,82737213.0,4.78,4.78,50001.0,0.0
2025-04-15,SYL,Symal Group Ltd,Capital Goods,393207593.81,236160717.0,1.77,1.665,48853.0,-5.93
2025-04-15,PMC,Platinum Capital Ltd,Not Applic,393073141.88,296658975.0,1.315,1.325,308294.0,0.76
2025-04-15,TCG,Turaco Gold Ltd,Materials,392535935.54,902381461.0,0.44,0.435,1057700.0,-1.14
2025-04-15,WMI,Wam Microcap Ltd,Not Applic,391983940.95,278002795.0,1.415,1.41,290542.0,-0.35
2025-04-15,MGX,Mount Gibson Iron Ltd,Materials,390725932.74,1184017978.0,0.325,0.33,379122.0,1.54
2025-04-15,ADH,Adairs Ltd,Consumer Discretionary Distribution & Retail,388832547.4,176742067.0,2.17,2.2,283306.0,1.38
2025-04-15,MAU,Magnetic Resources NL,Materials,386912175.35,266835983.0,1.45,1.45,144954.0,0.0
2025-04-15,EHL,Emeco Holdings Ltd,Capital Goods,383597320.18,518374757.0,0.735,0.74,305519.0,0.68
2025-04-15,RBD,Restaurant Brands New Zealand Ltd,Consumer Services,381761080.38,124758523.0,3.06,3.06,40.0,0.0
2025-04-15,LOT,Lotus Resources Ltd,Materials,378024310.88,2362651943.0,0.165,0.16,8605794.0,-3.03
2025-04-15,SKO,Serko Ltd,Software & Services,375535419.35,123126367.0,3.05,3.05,4299.0,0.0
2025-04-15,IGL,Ive Group Ltd,Media & Entertainment,374830971.02,154888831.0,2.41,2.42,141963.0,0.41
2025-04-15,TYR,Tyro Payments Ltd,Financial Services,372257644.03,528025027.0,0.7,0.705,431511.0,0.71
2025-04-15,SMI,Santana Minerals Ltd,Materials,372200117.62,722718675.0,0.525,0.515,1097610.0,-1.9
2025-04-15,PGH,Pact Group Holdings Ltd,Materials,371833257.24,344290053.0,1.08,1.08,11589.0,0.0
2025-04-15,VG1,Vgi Partners Global Investments Ltd,Not Applic,369514796.7,251370610.0,1.49,1.47,263996.0,-1.34
2025-04-15,OBL,Omni Bridgeway Ltd,Financial Services,364867413.57,288432738.0,1.285,1.265,322420.0,-1.56
2025-04-15,PAI,Platinum Asia Investments Ltd,Not Applic,364651794.0,370204867.0,0.99,0.985,135456.0,-0.51
2025-04-15,WQG,WCM Global Growth Ltd,Not Applic,359876054.19,226337141.0,1.62,1.59,186880.0,-1.85
2025-04-15,IMM,Immutep Ltd,"Pharmaceuticals, Biotechnology & Life Sciences",357795445.88,1460389575.0,0.24,0.245,2448967.0,2.08
2025-04-15,WBT,Weebit Nano Ltd,Semiconductors & Semiconductor Equipment,357515085.76,207857608.0,1.665,1.72,425820.0,3.3
2025-04-15,AVJ,Avjennings Ltd,Consumer Durables & Apparel,357293348.48,558270857.0,0.64,0.64,226108.0,0.0
2025-04-15,OCC,Orthocell Ltd,"Pharmaceuticals, Biotechnology & Life Sciences",356914955.48,241976241.0,1.45,1.475,1518716.0,1.72
2025-04-15,ASG,Autosports Group Ltd,Consumer Discretionary Distribution & Retail,347179079.42,202436781.0,1.74,1.715,75569.0,-1.44
2025-04-15,EOL,Energy One Ltd,Software & Services,346200732.15,31330383.0,10.95,11.05,38340.0,0.91
2025-04-15,PBH,Pointsbet Holdings Ltd,Consumer Services,344994282.88,331725272.0,1.055,1.04,513956.0,-1.42
2025-04-15,GDI,GDI Property Group,Equity Real Estate Investment Trusts (REITs),338590815.57,537445739.0,0.63,0.63,249388.0,0.0
2025-04-15,RMC,Resimac Group Ltd,Financial Services,337998575.33,399998314.0,0.86,0.845,77510.0,-1.74
2025-04-15,EML,EML Payments Ltd,Financial Services,337973163.3,381890580.0,0.905,0.885,435744.0,-2.21
2025-04-15,LRV,Larvotto Resources Ltd,Materials,337207889.06,411229133.0,0.835,0.82,4184344.0,-1.8
2025-04-15,THL,Tourism Holdings Rentals Ltd,Transportation,332752592.34,221098068.0,1.555,1.505,22985.0,-3.22
2025-04-15,AMH,Amcil Ltd,Not Applic,330976712.71,316724127.0,1.035,1.045,92312.0,0.97
2025-04-15,INR,Ioneer Ltd,Materials,329794152.24,2355672516.0,0.13,0.14,2732847.0,7.69
2025-04-15,MA1,MA Credit Income Trust,Not Applic,327994807.14,165653943.0,1.98,1.98,278275.0,0.0
2025-04-15,ACF,Acrow Ltd,Capital Goods,327178244.23,307209619.0,1.055,1.065,408226.0,0.95
2025-04-15,PAC,Pacific Current Group Ltd,Financial Services,326867831.56,30153859.0,10.9,10.84,23783.0,-0.55
2025-04-15,HZN,Horizon Oil Ltd,Energy,325060393.2,1625301966.0,0.195,0.2,4198187.0,2.56
2025-04-15,PPS,Praemium Ltd,Software & Services,324846318.32,477715174.0,0.685,0.68,467729.0,-0.73
2025-04-15,SPZ,Smart Parking Ltd,Commercial & Professional Services,321970035.13,410152911.0,0.785,0.785,376669.0,0.0
2025-04-15,PTM,Platinum Asset Management Ltd,Financial Services,320191913.8,582167116.0,0.56,0.55,986654.0,-1.79
2025-04-15,PE1,Pengana Private Equity Trust,Not Applic,319311935.25,276460550.0,1.165,1.155,313266.0,-0.86
2025-04-15,WGN,Wagners Holding Company Ltd,Materials,316149419.04,188184178.0,1.59,1.68,46295.0,5.66
2025-04-15,SGR,The Star Entertainment Group Ltd,Consumer Services,315554896.47,2868680877.0,0.11,0.11,0.0,0.0
2025-04-15,SKT,Sky Network Television Ltd,Media & Entertainment,308392022.4,137675010.0,2.25,2.24,8665.0,-0.44
2025-04-15,MMI,Metro Mining Ltd,Materials,304537228.7,6090744574.0,0.048,0.05,4214840.0,4.17
2025-04-15,DN1,Dominion Income Trust 1,Not Applic,303600000.0,3000000.0,101.2,101.2,1432.0,0.0
2025-04-15,KSL,Kina Securities Ltd,Banks,302346742.95,287949279.0,1.07,1.05,172636.0,-1.87
2025-04-15,ATA,Atturra Ltd,Software & Services,301517780.83,381668077.0,0.79,0.79,62.0,0.0
2025-04-15,AMA,AMA Group Ltd,Commercial & Professional Services,301303517.57,4782595517.0,0.062,0.063,6610717.0,1.61
2025-04-15,PSQ,Pacific Smiles Group Ltd,Health Care Equipment & Services,297388108.48,161623972.0,1.84,1.84,1.0,0.0
2025-04-15,CVW,Clearview Wealth Ltd,Insurance,295970708.25,657712685.0,0.45,0.45,98279.0,0.0
2025-04-15,AZY,Antipa Minerals Ltd,Materials,295026896.4,572867760.0,0.49,0.515,6502676.0,5.1
2025-04-15,SVR,Solvar Ltd,Financial Services,291676250.88,202552952.0,1.43,1.44,138201.0,0.7
2025-04-15,PIA,Pengana International Equities Ltd,Not Applic,289392354.0,257237648.0,1.125,1.125,90763.0,0.0
2025-04-15,HTA,Hutchison Telecommunications (Australia) Ltd,Telecommunication Services,285022680.12,13572508577.0,0.024,0.021,60104.0,-12.5
2025-04-15,SFC,Schaffer Corporation Ltd,Automobiles & Components,284183774.37,13590807.0,21.25,20.91,1074.0,-1.6
2025-04-15,REP,Ram Essential Services Property Fund,Equity Real Estate Investment Trusts (REITs),283158455.52,501165408.0,0.57,0.565,204497.0,-0.88
2025-04-15,FID,Fiducian Group Ltd,Financial Services,281267520.93,31567623.0,8.6,8.91,42939.0,3.6
2025-04-15,RDY,Readytech Holdings Ltd,Software & Services,278479371.0,122140075.0,2.39,2.28,16945.0,-4.6
2025-04-15,MVF,Monash Ivf Group Ltd,Health Care Equipment & Services,276640736.4,389634840.0,0.745,0.71,18059801.0,-4.7
2025-04-15,TBN,Tamboran Resources Corporation,Energy,275652994.0,1621488200.0,0.17,0.17,628317.0,0.0
2025-04-15,JMS,Jupiter Mines Ltd,Materials,274545846.54,1961041761.0,0.145,0.14,5687701.0,-3.45
2025-04-15,TTT,Titomic Ltd,Materials,271780471.38,1325758397.0,0.195,0.205,1488563.0,5.13
2025-04-15,MRE,Metrics Real Estate Multi-Strategy Fund,Not Applic,270278015.18,151416255.0,1.785,1.785,107044.0,0.0
2025-04-15,CAY,Canyon Resources Ltd,Materials,270216475.82,1422191978.0,0.19,0.19,522622.0,0.0
2025-04-15,GG8,Gorilla Gold Mines Ltd,Materials,269620031.9,627023330.0,0.425,0.43,1732209.0,1.18
2025-04-15,URF,US Masters Residential Property Fund,Equity Real Estate Investment Trusts (REITs),269443981.56,690882004.0,0.38,0.39,252940.0,2.63
2025-04-15,TBR,Tribune Resources Ltd,Materials,264439108.08,52468077.0,4.85,5.04,36725.0,3.92
2025-04-15,SBM,ST Barbara Ltd,Materials,259883121.84,1082846341.0,0.23,0.24,4287370.0,4.35
2025-04-15,BKY,Berkeley Energia Ltd,Energy,258562094.7,445796715.0,0.575,0.58,1522.0,0.87
2025-04-15,NVX,Novonix Ltd,Technology Hardware & Equipment,257602549.19,636055677.0,0.37,0.405,5278025.0,9.46
2025-04-15,ANG,Austin Engineering Ltd,Capital Goods,257520064.95,620530277.0,0.415,0.415,1235273.0,0.0
2025-04-15,SHA,Shape Australia Corporation Ltd,Capital Goods,257146920.8,83489260.0,2.99,3.08,57708.0,3.01
2025-04-15,AFP,Aft Pharmaceuticals Ltd,"Pharmaceuticals, Biotechnology & Life Sciences",256922337.0,104866260.0,2.45,2.45,0.0,0.0
2025-04-15,HUM,Humm Group Ltd,Financial Services,256097576.8,492495340.0,0.545,0.52,786917.0,-4.59
2025-04-15,CTT,Cettire Ltd,Consumer Discretionary Distribution & Retail,255429607.4,381238220.0,0.69,0.67,1760438.0,-2.9
2025-04-15,RG8,Regal Asian Investments Ltd,Not Applic,253153014.24,150686318.0,1.695,1.68,30361.0,-0.88
2025-04-15,XRF,XRF Scientific Ltd,Capital Goods,251559579.62,140536078.0,1.67,1.79,276046.0,7.19
2025-04-15,BTR,Brightstar Resources Ltd,Materials,250935642.54,11406165570.0,0.022,0.022,24496201.0,0.0
2025-04-15,FND,Findi Ltd,Software & Services,248260006.1,60551221.0,4.33,4.1,232002.0,-5.31
2025-04-15,LGI,LGI Ltd,Utilities,247776471.09,88808771.0,2.7,2.79,3071.0,3.33
2025-04-15,RXL,ROX Resources Ltd,Materials,246700017.63,609135846.0,0.405,0.405,2125758.0,0.0
2025-04-15,TRS,The Reject Shop Ltd,Consumer Discretionary Distribution & Retail,246615052.2,37365917.0,6.58,6.6,262318.0,0.3
2025-04-15,CVC,CVC Ltd,Financial Services,244936242.6,116636306.0,2.1,2.1,0.0,0.0
2025-04-15,SYR,Syrah Resources Ltd,Materials,244927531.29,1042244814.0,0.225,0.235,2364783.0,4.44
2025-04-15,WAX,Wam Research Ltd,Not Applic,244659422.07,205596153.0,1.215,1.19,210514.0,-2.06
2025-04-15,GDF,Garda Property Group,Equity Real Estate Investment Trusts (REITs),242818124.64,216801897.0,1.11,1.12,92980.0,0.9
2025-04-15,OFX,OFX Group Ltd,Financial Services,242683013.04,233349051.0,1.05,1.04,510665.0,-0.95
2025-04-15,NTU,Northern Minerals Ltd,Materials,242357518.72,8357155818.0,0.031,0.029,10909717.0,-6.45
2025-04-15,OMH,Om Holdings Ltd,Materials,241370892.31,766256801.0,0.315,0.315,10215.0,0.0
2025-04-15,PWR,Peter Warren Automotive Holdings Ltd,Consumer Discretionary Distribution & Retail,239435934.52,172256068.0,1.32,1.39,50156.0,5.3
2025-04-15,AGI,Ainsworth Game Technology Ltd,Consumer Services,239123689.59,336793929.0,0.74,0.71,1913.0,-4.05
2025-04-15,MI6,Minerals 260 Ltd,Materials,237743333.3,2067333333.0,0.12,0.115,15663242.0,-4.17
2025-04-15,AAR,Astral Resources NL,Materials,237731352.74,1398419722.0,0.175,0.17,3948473.0,-2.86
2025-04-15,HLO,Helloworld Travel Ltd,Consumer Services,236899642.92,162817624.0,1.46,1.455,140685.0,-0.34
2025-04-15,COG,COG Financial Services Ltd,Financial Services,236150471.7,201838010.0,1.17,1.17,218411.0,0.0
2025-04-15,DXB,Dimerix Ltd,"Pharmaceuticals, Biotechnology & Life Sciences",234895190.04,559274262.0,0.4,0.42,1340563.0,5.0
2025-04-15,APX,Appen Ltd,Software & Services,232540858.0,264250975.0,0.945,0.88,7210674.0,-6.88
2025-04-15,D2O,Duxton Water Ltd,Utilities,229912631.97,156403151.0,1.44,1.47,102050.0,2.08
2025-04-15,CGS,Cogstate Ltd,Health Care Equipment & Services,229882407.75,170283265.0,1.285,1.35,84454.0,5.06
2025-04-15,GVF,Staude Capital Global Value Fund Ltd,Not Applic,228221796.91,174882603.0,1.325,1.305,34139.0,-1.51
2025-04-15,FWD,Fleetwood Ltd,Consumer Durables & Apparel,226504122.39,93211573.0,2.41,2.43,131834.0,0.83
2025-04-15,WJL,Webjet Group Ltd,Consumer Services,225704955.27,392530357.0,0.555,0.575,1371339.0,3.6
2025-04-15,KMD,KMD Brands Ltd,Consumer Discretionary Distribution & Retail,224175257.46,711667484.0,0.305,0.315,156497.0,3.28
2025-04-15,ECF,Elanor Commercial Property Fund,Equity Real Estate Investment Trusts (REITs),223851278.75,407002325.0,0.565,0.55,750535.0,-2.65
2025-04-15,EOS,Electro Optic Systems Holdings Ltd,Capital Goods,222859674.34,192952099.0,1.11,1.155,558004.0,4.05
2025-04-15,TVN,Tivan Ltd,Materials,220846881.09,2007698919.0,0.11,0.11,760014.0,0.0
2025-04-15,WAT,Waterco Ltd,Consumer Durables & Apparel,220138796.92,35165942.0,6.26,6.26,3.0,0.0
2025-04-15,GRR,Grange Resources Ltd,Materials,219894352.62,1157338698.0,0.185,0.19,778160.0,2.7
2025-04-15,GRX,Greenx Metals Ltd,Materials,218309261.04,279883668.0,0.78,0.78,3203.0,0.0
2025-04-15,WIA,WIA Gold Ltd,Materials,218109821.92,1363186387.0,0.165,0.16,297264.0,-3.03
2025-04-15,BRE,Brazilian Rare EARTHS Ltd,Materials,217543773.33,112716981.0,1.83,1.93,116963.0,5.46
2025-04-15,EGH,Eureka Group Holdings Ltd,Real Estate Management & Development,216331037.55,424178505.0,0.505,0.51,29791.0,0.99
2025-04-15,SWM,Seven West Media Ltd,Media & Entertainment,215479670.28,1539140502.0,0.14,0.14,629641.0,0.0
2025-04-15,WC8,Wildcat Resources Ltd,Materials,215130950.08,1344568438.0,0.155,0.16,12639152.0,3.23
2025-04-15,3PL,3P Learning Ltd,Consumer Services,208773489.33,272906522.0,0.765,0.765,0.0,0.0
2025-04-15,POL,Polymetals Resources Ltd,Materials,207968170.29,249063677.0,0.88,0.835,985406.0,-5.11
2025-04-15,VYS,Vysarn Ltd,Materials,205703483.31,527444829.0,0.37,0.39,453870.0,5.41
2025-04-15,ONE,Oneview Healthcare Plc,Health Care Equipment & Services,201982413.82,762197788.0,0.265,0.265,31255.0,0.0
2025-04-15,BBN,Baby Bunting Group Ltd,Consumer Discretionary Distribution & Retail,200356145.06,134919963.0,1.5,1.485,177022.0,-1.0
2025-04-15,FEX,FENIX Resources Ltd,Materials,200109024.18,741144534.0,0.27,0.27,283695.0,0.0
2025-04-15,LGL,Lynch Group Holdings Ltd,"Food, Beverage & Tobacco",199578093.12,122066112.0,1.655,1.635,4.0,-1.21
2025-04-15,WHI,Whitefield Income Ltd,Not Applic,198773127.16,160300909.0,1.245,1.24,20000.0,-0.4
2025-04-15,STK,Strickland Metals Ltd,Materials,198667326.78,2207414742.0,0.097,0.09,2740338.0,-7.22
2025-04-15,LAU,Lindsay Australia Ltd,Transportation,198349385.22,314840294.0,0.66,0.63,370825.0,-4.55
2025-04-15,SYA,Sayona Mining Ltd,Materials,196236032.24,11543296014.0,0.018,0.017,11034932.0,-5.56
2025-04-15,AUC,Ausgold Ltd,Materials,194536733.58,356948135.0,0.54,0.545,806823.0,0.93
2025-04-15,IMU,Imugene Ltd,"Pharmaceuticals, Biotechnology & Life Sciences",194100154.9,7465390573.0,0.025,0.026,7725833.0,4.0
2025-04-15,NDO,Nido Education Ltd,Consumer Services,193859250.1,228069706.0,0.83,0.85,71507.0,2.41
2025-04-15,RHI,Red Hill Minerals Ltd,Materials,193665427.5,64127625.0,3.0,3.02,31832.0,0.67
2025-04-15,EEG,Empire Energy Group Ltd,Energy,193287611.61,1017303219.0,0.1925,0.19,103445.0,-1.3
2025-04-15,WAR,Wam Strategic Value Ltd,Not Applic,192734564.27,180125761.0,1.07,1.07,82841.0,0.0
2025-04-15,BBT,Betr Entertainment Ltd,Consumer Services,191942889.41,619170611.0,0.285,0.31,135572.0,8.77
