,Ticker,Company,Sector
905,IMC,IMMURON LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
906,IMM,IMMUTEP LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
907,IPT,IMPACT MINERALS LIMITED,Materials
908,IPD,IMPEDIMED LIMITED,Health Care Equipment & Services
909,IPC,IMPERIAL PACIFIC LIMITED,Financial Services
910,IMR,IMRICOR MEDICAL SYSTEMS INC.,Health Care Equipment & Services
911,IMU,IMUGENE LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
912,ICG,INCA MINERALS LIMITED,Materials
913,IAM,INCOME ASSET MANAGEMENT GROUP LIMITED.,Financial Services
914,IDA,INDIANA RESOURCES LIMITED,Materials
915,IND,INDUSTRIAL MINERALS LTD,Materials
916,I88,INFINI RESOURCES LIMITED,Materials
917,INF,INFINITY LITHIUM CORPORATION LIMITED,Materials
918,IMI,INFINITY MINING LIMITED,Materials
919,IFG,INFOCUS GROUP HOLDINGS LIMITED,Software & Services
920,IFM,INFOMEDIA LTD,Software & Services
921,IFT,INFRATIL LIMITED.,Capital Goods
922,INA,INGENIA COMMUNITIES GROUP,Equity Real Estate Investment Trusts (REITs)
923,ING,INGHAMS GROUP LIMITED,"Food, Beverage & Tobacco"
924,IRX,INHALERX LIMITED,Health Care Equipment & Services
925,IIQ,INOVIQ LTD,Health Care Equipment & Services
926,IFL,INSIGNIA FINANCIAL LTD,Financial Services
927,IAG,INSURANCE AUSTRALIA GROUP LIMITED,Insurance
928,IDX,INTEGRAL DIAGNOSTICS LIMITED,Health Care Equipment & Services
929,IRI,INTEGRATED RESEARCH LIMITED,Software & Services
930,ICR,INTELICARE HOLDINGS LIMITED,Health Care Equipment & Services
931,IMB,INTELLIGENT MONITORING GROUP LIMITED,Commercial & Professional Services
932,IEQ,INTERNATIONAL EQUITIES CORPORATION LIMITED.,Real Estate Management & Development
933,IFX,INTERNATIONAL FINANCE CORPORATION,Not Applic
934,IG6,INTERNATIONAL GRAPHITE LIMITED,Capital Goods
935,IVT,INVENTIS LIMITED,Commercial & Professional Services
936,IVG,INVERT GRAPHITE LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
937,IVR,INVESTIGATOR RESOURCES LTD,Materials
938,ICU,INVESTOR CENTRE LIMITED,Financial Services
939,INV,INVESTSMART GROUP LIMITED,Financial Services
940,IXC,INVEX THERAPEUTICS LTD,"Pharmaceuticals, Biotechnology & Life Sciences"
941,IVZ,INVICTUS ENERGY LTD,Energy
942,IVX,INVION LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
943,IOD,IODM LIMITED,Software & Services
944,ION,IONDRIVE LIMITED,Materials
945,INR,IONEER LTD,Materials
946,IXR,IONIC RARE EARTHS LIMITED,Materials
947,IPB,IPB PETROLEUM LIMITED,Energy
948,IPG,IPD GROUP LTD,Capital Goods
949,IPX,IPERIONX LIMITED,Materials
950,IPH,IPH LIMITED,Commercial & Professional Services
951,IRE,IRESS LIMITED,Software & Services
952,IR1,IRIS METALS LIMITED,Materials
953,IRD,IRON ROAD LIMITED,Materials
954,IBC,IRONBARK CAPITAL LIMITED,Not Applic
955,ILA,ISLAND PHARMACEUTICALS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
956,ITM,ITECH MINERALS LTD,Materials
957,IGL,IVE GROUP LIMITED,Media & Entertainment
958,JGH,JADE GAS HOLDINGS LIMITED,Materials
959,JBY,JAMES BAY MINERALS LIMITED,Materials
960,JHX,JAMES HARDIE INDUSTRIES PLC,Materials
961,JAL,JAMESON RESOURCES LIMITED,Materials
962,JAN,JANISON EDUCATION GROUP LIMITED,Software & Services
963,JAT,JATCORP LIMITED,Consumer Discretionary Distribution & Retail
964,JAV,JAVELIN MINERALS LIMITED,Materials
965,JAY,JAYRIDE GROUP LIMITED,Transportation
966,JBH,JB HI-FI LIMITED,Consumer Discretionary Distribution & Retail
967,JCS,JCURVE SOLUTIONS LTD,Software & Services
968,JRV,JERVOIS GLOBAL LIMITED,Materials
969,JLL,JINDALEE LITHIUM LIMITED,Materials
970,JLG,JOHNS LYNG GROUP LIMITED,Capital Goods
971,JYC,JOYCE CORPORATION LTD,Consumer Discretionary Distribution & Retail
972,JDO,JUDO CAPITAL HOLDINGS LIMITED,Banks
973,JIN,JUMBO INTERACTIVE LIMITED,Consumer Services
974,JNO,JUNO MINERALS LIMITED,Materials
975,JPR,JUPITER ENERGY LIMITED,Energy
976,JMS,JUPITER MINES LIMITED.,Materials
977,KSC,K & S CORPORATION LIMITED,Transportation
978,KAM,K2 ASSET MANAGEMENT HOLDINGS LTD,Financial Services
979,KLR,KAILI RESOURCES LIMITED,Energy
980,KAI,KAIROS MINERALS LIMITED,Materials
981,KAU,KAISER REEF LIMITED,Materials
982,KZR,KALAMAZOO RESOURCES LIMITED,Materials
983,KAL,KALGOORLIE GOLD MINING LIMITED,Materials
984,KM1,KALI METALS LIMITED,Materials
985,KPO,KALINA POWER LIMITED,Utilities
986,KLL,KALIUM LAKES LIMITED,Materials
987,KAR,KAROON ENERGY LTD,Energy
988,KAT,KATANA CAPITAL LIMITED,Not Applic
989,KPG,KELLY PARTNERS GROUP HOLDINGS LIMITED,Commercial & Professional Services
990,KLS,KELSIAN GROUP LIMITED,Transportation
991,KEY,KEY PETROLEUM LIMITED,Energy
992,KBC,KEYBRIDGE CAPITAL LIMITED,Financial Services
993,KFW,KFW,Not Applic
994,KGL,KGL RESOURCES LIMITED,Materials
995,KLI,KILLI RESOURCES LIMITED,Materials
996,KSL,KINA SECURITIES LIMITED,Banks
997,KYP,KINATICO LTD,Software & Services
998,KCC,KINCORA COPPER LIMITED,Materials
999,KKO,KINETIKO ENERGY LTD,Energy
1000,KRR,KING RIVER RESOURCES LIMITED,Materials
1001,KFM,KINGFISHER MINING LTD,Materials
1002,KIG,KINGFISHER TRUST 2016-1,Not Applic
1003,KI1,KINGFISHER TRUST 2019-1,Not Applic
1004,KCN,KINGSGATE CONSOLIDATED LIMITED.,Materials
1005,KNG,KINGSLAND MINERALS LTD,Materials
1006,KRM,KINGSROSE MINING LIMITED,Materials
1007,KSN,KINGSTON RESOURCES LIMITED,Materials
1008,KME,KIP MCGRATH EDUCATION CENTRES LIMITED,Consumer Services
1009,KKC,KKR CREDIT INCOME FUND,Not Applic
1010,KMD,KMD BRANDS LIMITED,Consumer Discretionary Distribution & Retail
1011,KNM,KNEOMEDIA LIMITED,Media & Entertainment
1012,KNO,KNOSYS LIMITED,Software & Services
1013,KOB,KOBA RESOURCES LIMITED,Materials
1014,KGN,KOGAN.COM LTD,Consumer Discretionary Distribution & Retail
1015,KNB,KOONENBERRY GOLD LIMITED,Materials
1016,KOR,KORAB RESOURCES LIMITED,Materials
1017,KP2,KORE POTASH PLC,Materials
1018,KOV,KORVEST LTD,Capital Goods
1019,KTA,KRAKATOA RESOURCES LIMITED,Materials
1020,KGD,KULA GOLD LIMITED,Materials
1021,KNI,KUNIKO LIMITED,Materials
1022,LSF,L1 LONG SHORT FUND LIMITED,Not Applic
1023,LT8,LA TROBE FINANCIAL CAPITAL MARKETS TRUST 2022-1,Not Applic
1024,LT9,LA TROBE FINANCIAL CAPITAL MARKETS TRUST 2022-2,Not Applic
1025,LR1,LA TROBE FINANCIAL CAPITAL MARKETS TRUST 2023-1,Not Applic
1026,LR4,LA TROBE FINANCIAL CAPITAL MARKETS TRUST 2023-2,Not Applic
1027,LR3,LA TROBE FINANCIAL CAPITAL MARKETS TRUST 2024-1,Not Applic
1028,LR5,LA TROBE FINANCIAL CAPITAL MARKETS TRUST 2024-2,Not Applic
1029,LSA,LACHLAN STAR LIMITED,Materials
1030,LKE,LAKE RESOURCES N.L.,Materials
1031,LKO,LAKES BLUE ENERGY NL,Energy
1032,LHM,LAND & HOMES GROUP LIMITED,Real Estate Management & Development
1033,LNR,LANTHANEIN RESOURCES LTD,Materials
1034,LAM,LARAMIDE RESOURCES LTD,Energy
1035,LRK,LARK DISTILLING CO. LTD,"Food, Beverage & Tobacco"
1036,LRV,LARVOTTO RESOURCES LIMITED,Materials
1037,LBL,LASERBOND LIMITED,Capital Goods
1038,LAT,LATITUDE 66 LIMITED,Materials
1039,LCN,LATITUDE AUSTRALIA CREDIT CARD LOAN NOTE TRUST,Not Applic
1040,LFS,LATITUDE GROUP HOLDINGS LIMITED,Financial Services
1041,LMG,LATROBE MAGNESIUM LIMITED,Materials
1042,LCL,LCL RESOURCES LIMITED,Materials
1043,LM1,LEEUWIN METALS LTD,Materials
1044,LEX,LEFROY EXPLORATION LIMITED,Materials
1045,LCY,LEGACY IRON ORE LIMITED,Materials
1046,LGM,LEGACY MINERALS HOLDINGS LIMITED,Materials
1047,LEG,LEGEND MINING LIMITED,Materials
1048,LLC,LENDLEASE GROUP,Real Estate Management & Development
1049,LLL,LEO LITHIUM LIMITED,Materials
1050,LPD,LEPIDICO LTD,Materials
1051,LGI,LGI LIMITED,Utilities
1052,LIS,LI-S ENERGY LIMITED,Capital Goods
1053,LFG,LIBERTY FINANCIAL GROUP,Financial Services
1054,LP1,LIBERTY PRIME SERIES 2021-1,Not Applic
1055,LI9,LIBERTY SERIES 2020-3,Not Applic
1056,360,LIFE360 INC.,Software & Services
1057,LIC,LIFESTYLE COMMUNITIES LIMITED,Real Estate Management & Development
1058,LNW,LIGHT & WONDER INC.,Consumer Services
1059,L1M,LIGHTNING MINERALS LTD,Materials
1060,LML,LINCOLN MINERALS LIMITED,Materials
1061,LIN,LINDIAN RESOURCES LIMITED,Materials
1062,LAU,LINDSAY AUSTRALIA LIMITED,Transportation
1063,LNU,LINIUS TECHNOLOGIES LIMITED,Software & Services
1064,LIO,LION ENERGY LIMITED,Energy
1065,LSX,LION SELECTION GROUP LIMITED.,Not Applic
1066,LI8,LION SERIES 2020-1 TRUST,Not Applic
1067,LN1,LION SERIES 2022-1 TRUST,Not Applic
1068,LN2,LION SERIES 2023-1 TRUST,Not Applic
1069,LN3,LION SERIES 2024-1 TRUST,Not Applic
1070,LTR,LIONTOWN RESOURCES LIMITED,Materials
1071,LMS,LITCHFIELD MINERALS LIMITED,Materials
1072,LEL,LITHIUM ENERGY LIMITED,Materials
1073,LPM,LITHIUM PLUS MINERALS LTD.,Materials
1074,LU7,LITHIUM UNIVERSE LIMITED,Materials
1075,LGP,LITTLE GREEN PHARMA LTD,"Pharmaceuticals, Biotechnology & Life Sciences"
1076,LIT,LIVIUM LTD,Materials
1077,LO1,LLOYDS BANKING GROUP PLC,Not Applic
1078,LPE,LOCALITY PLANNING ENERGY HOLDINGS LIMITED,Utilities
1079,LOC,LOCATE TECHNOLOGIES LIMITED,Software & Services
1080,LKY,LOCKSLEY RESOURCES LIMITED,Materials
1081,LDR,LODE RESOURCES LTD,Materials
1082,LSR,LODESTAR MINERALS LIMITED,Materials
1083,LCE,LONDON CITY EQUITIES LIMITED,Financial Services
1084,LRD,LORD RESOURCES LIMITED,Materials
1085,LOT,LOTUS RESOURCES LIMITED,Materials
1086,LVE,LOVE GROUP GLOBAL LTD,Software & Services
1087,LOV,LOVISA HOLDINGS LIMITED,Consumer Discretionary Distribution & Retail
1088,LRT,LOWELL RESOURCES FUND,Not Applic
1089,LLI,LOYAL LITHIUM LIMITED,Materials
1090,LTP,LTR PHARMA LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
1091,LOM,LUCAPA DIAMOND COMPANY LIMITED,Materials
1092,LDX,LUMOS DIAGNOSTICS HOLDINGS LIMITED,Health Care Equipment & Services
1093,LM8,LUNNON METALS LIMITED,Materials
1094,LYL,LYCOPODIUM LIMITED,Capital Goods
1095,LYK,LYKOS METALS LIMITED,Materials
1096,LYC,LYNAS RARE EARTHS LIMITED,Materials
1097,LGL,LYNCH GROUP HOLDINGS LIMITED,"Food, Beverage & Tobacco"
1098,M3M,M3 MINING LIMITED,Materials
1099,MA1,MA CREDIT INCOME TRUST,Not Applic
1100,MAF,MA FINANCIAL GROUP LIMITED,Financial Services
1101,MGH,MAAS GROUP HOLDINGS LIMITED,Capital Goods
1102,MAC,MAC COPPER LIMITED,Materials
1103,MIO,MACARTHUR MINERALS LIMITED,Materials
1104,M7T,MACH7 TECHNOLOGIES LIMITED,Health Care Equipment & Services
1105,MAH,MACMAHON HOLDINGS LIMITED,Materials
1106,MBL,MACQUARIE BANK LIMITED,Not Applic
1107,MQG,MACQUARIE GROUP LIMITED,Financial Services
1108,MAQ,MACQUARIE TECHNOLOGY GROUP LIMITED,Software & Services
1109,M4M,MACRO METALS LIMITED,Materials
1110,MPA,MAD PAWS HOLDINGS LIMITED,Consumer Services
1111,MAD,MADER GROUP LIMITED,Commercial & Professional Services
1112,MFG,MAGELLAN FINANCIAL GROUP LIMITED,Financial Services
1113,MBH,MAGGIE BEER HOLDINGS LTD,"Food, Beverage & Tobacco"
1114,MAG,MAGMATIC RESOURCES LIMITED,Materials
1115,MAU,MAGNETIC RESOURCES NL,Materials
1116,MGT,MAGNETITE MINES LIMITED.,Materials
1117,MNS,MAGNIS ENERGY TECHNOLOGIES LTD,Materials
1118,MGU,MAGNUM MINING AND EXPLORATION LIMITED,Materials
1119,MGL,MAGONTEC LIMITED,Materials
1120,M24,MAMBA EXPLORATION LIMITED,Materials
1121,MAN,MANDRAKE RESOURCES LIMITED,Materials
1122,MHC,MANHATTAN CORPORATION LIMITED,Energy
1123,MTL,MANTLE MINERALS LIMITED,Materials
1124,MKR,MANUKA RESOURCES LTD.,Materials
1125,MPK,MANY PEAKS MINERALS LTD,Materials
1126,MC2,MARIMACA COPPER CORP.,Materials
1127,MEU,MARMOTA LIMITED,Energy
1128,MMA,MARONAN METALS LIMITED,Materials
1129,MQR,MARQUEE RESOURCES LIMITED,Materials
1130,MVL,MARVEL GOLD LIMITED,Materials
1131,MYE,MASTERMYNE GROUP LIMITED,Materials
1132,MCE,MATRIX COMPOSITES & ENGINEERING LIMITED,Energy
1133,MAT,MATSA RESOURCES LIMITED,Materials
1134,MXI,MAXIPARTS LIMITED,Capital Goods
1135,MFD,MAYFIELD CHILDCARE LIMITED,Consumer Services
1136,MYG,MAYFIELD GROUP HOLDINGS LIMITED,Capital Goods
1137,MYX,MAYNE PHARMA GROUP LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
1138,MRL,MAYUR RESOURCES LIMITED,Materials
1139,MCM,MC MINING LIMITED,Energy
1140,MML,MCLAREN MINERALS LIMITED,Materials
1141,MMS,MCMILLAN SHAKESPEARE LIMITED,Commercial & Professional Services
1142,MCP,MCPHERSON'S LIMITED,Household & Personal Products
1143,MSG,MCS SERVICES LIMITED,Commercial & Professional Services
1144,MMR,MEC RESOURCES LIMITED,Energy
1145,MDR,MEDADVISOR LIMITED,Health Care Equipment & Services
1146,MM8,MEDALLION METALS LIMITED.,Materials
1147,MZF,MEDALLION TRUST SERIES 2016-1,Not Applic
1148,MZT,MEDALLION TRUST SERIES 2016-2,Not Applic
1149,MZ1,MEDALLION TRUST SERIES 2017-1,Not Applic
1150,MZ2,MEDALLION TRUST SERIES 2017-2,Not Applic
1151,MPL,MEDIBANK PRIVATE LIMITED,Insurance
1152,MVP,MEDICAL DEVELOPMENTS INTERNATIONAL LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
1153,MEK,MEEKA METALS LIMITED,Materials
1154,MEG,MEGADO MINERALS LTD,Materials
1155,MP1,MEGAPORT LIMITED,Software & Services
1156,MAY,MELBANA ENERGY LIMITED,Energy
1157,MEM,MEMPHASYS LIMITED.,"Pharmaceuticals, Biotechnology & Life Sciences"
1158,MHI,MERCHANT HOUSE INTERNATIONAL LIMITED,Consumer Durables & Apparel
1159,MCY,MERCURY NZ LIMITED,Utilities
1160,MEZ,MERIDIAN ENERGY LIMITED,Utilities
1161,MNC,MERINO & CO. LIMITED,Consumer Durables & Apparel
1162,MSB,MESOBLAST LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
1163,MBK,METAL BANK LIMITED,Materials
1164,MHK,METAL HAWK LIMITED.,Materials
1165,MPW,METAL POWDER WORKS LIMITED,Capital Goods
1166,MLS,METALS AUSTRALIA LTD,Materials
1167,MLX,METALS X LIMITED,Materials
1168,MGA,METALSGROVE MINING LTD,Materials
1169,MTC,METALSTECH LIMITED,Materials
1170,MTS,METCASH LIMITED,Consumer Staples Distribution & Retail
1171,MEI,METEORIC RESOURCES NL,Materials
1172,MEL,METGASCO LTD,Energy
1173,MOT,METRICS INCOME OPPORTUNITIES TRUST,Not Applic
1174,MXT,METRICS MASTER INCOME TRUST,Not Applic
1175,MRE,METRICS REAL ESTATE MULTI-STRATEGY FUND,Not Applic
1176,MF1,METRO FINANCE 2021-1 TRUST SERIES 1,Not Applic
1177,MF2,METRO FINANCE 2022-1 TRUST - SERIES 1,Not Applic
1178,MF3,METRO FINANCE 2023-1 TRUST,Not Applic
1179,MF4,METRO FINANCE 2024-1 TRUST,Not Applic
1180,MMI,METRO MINING LIMITED,Materials
1181,MPP,METRO PERFORMANCE GLASS LIMITED,Capital Goods
1182,MFF,MFF CAPITAL INVESTMENTS LIMITED,Not Applic
1183,MHJ,MICHAEL HILL INTERNATIONAL LIMITED,Consumer Discretionary Distribution & Retail
1184,MX1,MICRO-X LIMITED,Health Care Equipment & Services
1185,MAP,MICROBA LIFE SCIENCES LIMITED,Health Care Equipment & Services
1186,MAM,MICROEQUITIES ASSET MANAGEMENT GROUP LIMITED,Financial Services
1187,MM1,MIDAS MINERALS LTD,Materials
1188,MDI,MIDDLE ISLAND RESOURCES LIMITED,Materials
1189,MKL,MIGHTY KINGDOM LIMITED,Media & Entertainment
1190,MNB,MINBOS RESOURCES LIMITED,Materials
1191,MDX,MINDAX LIMITED,Materials
1192,MRC,MINERAL COMMODITIES LTD,Materials
1193,MIN,MINERAL RESOURCES LIMITED,Materials
1194,MI6,MINERALS 260 LIMITED,Materials
1195,MRR,MINREX RESOURCES LIMITED,Materials
1196,M2R,MIRAMAR RESOURCES LIMITED,Materials
1197,MIR,MIRRABOOKA INVESTMENTS LIMITED,Not Applic
1198,MGR,MIRVAC GROUP,Equity Real Estate Investment Trusts (REITs)
1199,MSV,MITCHELL SERVICES LIMITED,Materials
1200,MTH,MITHRIL SILVER AND GOLD LIMITED,Materials
1201,MLG,MLG OZ LIMITED,Materials
1202,MM2,MME AUTOPAY ABS 2024-1 TRUST,Not Applic
1203,MOM,MOAB MINERALS LIMITED,Materials
1204,MOH,MOHO RESOURCES LIMITED,Materials
1205,MND,MONADELPHOUS GROUP LIMITED,Capital Goods
1206,MVF,MONASH IVF GROUP LIMITED,Health Care Equipment & Services
1207,MME,MONEYME LIMITED,Financial Services
1208,MRZ,MONT ROYAL RESOURCES LIMITED,Materials
1209,1MC,MORELLA CORPORATION LIMITED,Materials
1210,MEC,MORPHIC ETHICAL EQUITIES FUND LIMITED,Financial Services
1211,MOZ,MOSAIC BRANDS LIMITED,Consumer Discretionary Distribution & Retail
1212,MXO,MOTIO LTD,Media & Entertainment
1213,MTO,MOTORCYCLE HOLDINGS LIMITED,Consumer Discretionary Distribution & Retail
1214,MTB,MOUNT BURGESS MINING NL,Materials
1215,MGX,MOUNT GIBSON IRON LIMITED,Materials
1216,MHM,MOUNT HOPE MINING LIMITED,Materials
1217,MRD,MOUNT RIDLEY MINES LIMITED,Materials
1218,MOV,MOVE LOGISTICS GROUP LIMITED,Transportation
1219,MPR,MPOWER GROUP LIMITED,Financial Services
1220,MRQ,MRG METALS LIMITED,Materials
1221,M2M,MT MALCOLM MINES NL,Materials
1222,MTM,MTM CRITICAL METALS LIMITED,Materials
1223,MSI,MULTISTACK INTERNATIONAL LIMITED,Capital Goods
1224,MCA,MURRAY COD AUSTRALIA LIMITED,"Food, Beverage & Tobacco"
1225,MPX,MUSTERA PROPERTY GROUP LIMITED,Real Estate Management & Development
1226,MBX,MY FOODIE BOX LIMITED,Consumer Staples Distribution & Retail
1227,MRI,MY REWARDS INTERNATIONAL LIMITED,Commercial & Professional Services
1228,MCO,MYECO GROUP LTD,Materials
1229,MYR,MYER HOLDINGS LIMITED,Consumer Discretionary Distribution & Retail
1230,MYS,MYSTATE LIMITED,Banks
1231,N1H,N1 HOLDINGS LIMITED,Financial Services
1232,NAG,NAGAMBIE RESOURCES LIMITED,Materials
1233,NC6,NANOLLOSE LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
1234,NAN,NANOSONICS LIMITED,Health Care Equipment & Services
1235,NVU,NANOVEU LIMITED,Technology Hardware & Equipment
1236,NCC,NAOS EMERGING OPPORTUNITIES COMPANY LIMITED,Not Applic
1237,NAC,NAOS EX-50 OPPORTUNITIES COMPANY LIMITED,Not Applic
1238,NSC,NAOS SMALL CAP OPPORTUNITIES COMPANY LIMITED,Not Applic
1239,NYM,NARRYER METALS LIMITED,Materials
1240,NAB,NATIONAL AUSTRALIA BANK LIMITED,Banks
1241,NRM,NATIONAL RMBS TRUST 2016-1,Not Applic
1242,NRO,NATIONAL RMBS TRUST 2018-1 IN RESPECT OF SERIES 2018-1,Not Applic
1243,NRP,NATIONAL RMBS TRUST 2022-1 IN RESPECT OF SERIES 2022-1,Not Applic
1244,RM1,NATIONAL RMBS TRUST 2024-1,Not Applic
1245,NSR,NATIONAL STORAGE REIT,Equity Real Estate Investment Trusts (REITs)
1246,NBS,NATIONWIDE BUILDING SOCIETY.,Not Applic
1247,NMR,NATIVE MINERAL RESOURCES HOLDINGS LIMITED,Materials
1248,NGI,NAVIGATOR GLOBAL INVESTMENTS LIMITED,Financial Services
1249,NES,NELSON RESOURCES LIMITED.,Materials
1250,NMT,NEOMETALS LTD,Materials
1251,NET,NETLINKZ LIMITED,Software & Services
1252,NWL,NETWEALTH GROUP LIMITED,Financial Services
1253,NEU,NEUREN PHARMACEUTICALS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
1254,NRZ,NEURIZER LTD,Materials
1255,NUZ,NEURIZON THERAPEUTICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
1256,NSB,NEUROSCIENTIFIC BIOPHARMACEUTICALS LTD,"Pharmaceuticals, Biotechnology & Life Sciences"
1257,NTI,NEUROTECH INTERNATIONAL LIMITED,Health Care Equipment & Services
1258,NAE,NEW AGE EXPLORATION LIMITED,Energy
1259,NFM,NEW FRONTIER MINERALS LIMITED,Materials
1260,NHC,NEW HOPE CORPORATION LIMITED,Energy
1261,NMG,NEW MURCHISON GOLD LIMITED,Materials
1262,XNC,NEW SOUTH WALES TREASURY CORPORATION,Not Applic
1263,NWC,NEW WORLD RESOURCES LIMITED,Materials
1264,NZS,NEW ZEALAND COASTAL SEAFOODS LIMITED,"Food, Beverage & Tobacco"
1265,NZK,NEW ZEALAND KING SALMON INVESTMENTS LIMITED,"Food, Beverage & Tobacco"
1266,NWF,NEWFIELD RESOURCES LIMITED,Materials
1267,NEM,NEWMONT CORPORATION,Materials
1268,NPM,NEWPEAK METALS LIMITED,Materials
1269,NWS,NEWS CORPORATION..,Media & Entertainment
1270,NME,NEX METALS EXPLORATION LIMITED,Materials
1271,NXG,NEXGEN ENERGY (CANADA) LTD,Energy
1272,NNG,NEXION GROUP LTD,Software & Services
1273,NXS,NEXT SCIENCE LIMITED,Health Care Equipment & Services
1274,NXT,NEXTDC LIMITED,Software & Services
1275,NXD,NEXTED GROUP LIMITED,Consumer Services
1276,NXM,NEXUS MINERALS LIMITED,Materials
1277,NGE,NGE CAPITAL LIMITED,Not Applic
1278,NGX,NGX LIMITED,Materials
1279,NH3,NH3 CLEAN ENERGY LIMITED,Materials
1280,NHF,NIB HOLDINGS LIMITED,Insurance
1281,NCK,NICK SCALI LIMITED,Consumer Discretionary Distribution & Retail
1282,NIC,NICKEL INDUSTRIES LIMITED,Materials
1283,NC1,NICO RESOURCES LIMITED,Materials
1284,NDO,NIDO EDUCATION LIMITED,Consumer Services
1285,NIM,NIMY RESOURCES LIMITED,Materials
1286,NEC,NINE ENTERTAINMENT CO. HOLDINGS LIMITED,Media & Entertainment
1287,NHE,NOBLE HELIUM LIMITED,Energy
1288,NOL,NOBLEOAK LIFE LIMITED,Insurance
1289,NNL,NORDIC RESOURCES LTD,Materials
1290,NFL,NORFOLK METALS LIMITED,Materials
1291,NRX,NORONEX LIMITED,Materials
1292,NSM,NORTH STAWELL MINERALS LTD,Materials
1293,NTU,NORTHERN MINERALS LIMITED,Materials
1294,NST,NORTHERN STAR RESOURCES LTD,Materials
1295,NWM,NORWEST MINERALS LIMITED,Materials
1296,NOR,NORWOOD SYSTEMS LIMITED,Software & Services
1297,NOU,NOUMI LIMITED,"Food, Beverage & Tobacco"
1298,EYE,NOVA EYE MEDICAL LIMITED,Health Care Equipment & Services
1299,NVA,NOVA MINERALS LIMITED,Materials
1300,NOV,NOVATTI GROUP LIMITED,Software & Services
1301,NVQ,NOVIQTECH LIMITED,Software & Services
1302,NVO,NOVO RESOURCES CORP.,Materials
1303,NVX,NOVONIX LIMITED,Technology Hardware & Equipment
1304,NW1,NOW TRUST 2024-1,Not Applic
1305,NOX,NOXOPHARM LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
1306,NWH,NRW HOLDINGS LIMITED,Capital Goods
1307,NSX,NSX LIMITED,Financial Services
1308,NTM,NT MINERALS LIMITED,Materials
1309,NTD,NTAW HOLDINGS LIMITED,Consumer Discretionary Distribution & Retail
1310,NUC,NUCHEV LIMITED,"Food, Beverage & Tobacco"
1311,NGY,NUENERGY GAS LIMITED,Energy
1312,NFN,NUFARM FINANCE (NZ) LIMITED,Not Applic
1313,NUF,NUFARM LIMITED,Materials
1314,NXL,NUIX LIMITED,Software & Services
1315,NGS,NUTRITIONAL GROWTH SOLUTIONS LTD,Household & Personal Products
1316,NYR,NYRADA INC.,"Pharmaceuticals, Biotechnology & Life Sciences"
1317,NZM,NZME LIMITED,Media & Entertainment
1318,OKJ,OAKAJEE CORPORATION LIMITED,Materials
1319,OAK,OAKRIDGE INTERNATIONAL LIMITED,Software & Services
1320,OCL,OBJECTIVE CORPORATION LIMITED,Software & Services
1321,OCN,OCEANA LITHIUM LIMITED,Materials
1322,OCA,OCEANIA HEALTHCARE LIMITED,Health Care Equipment & Services
1323,OCT,OCTAVA MINERALS LIMITED,Materials
1324,OD6,OD6 METALS LIMITED,Materials
1325,ODE,ODESSA MINERALS LIMITED,Materials
1326,ODY,ODYSSEY GOLD LTD,Materials
1327,OFX,OFX GROUP LIMITED,Financial Services
1328,OLH,OLDFIELDS HOLDINGS LIMITED,Capital Goods
1329,OLI,OLIVER'S REAL FOOD LIMITED,Consumer Services
1330,OLY,OLYMPIO METALS LIMITED,Commercial & Professional Services
1331,OYS,OLYMPUS 2024-2 TRUST,Not Applic
1332,OMH,OM HOLDINGS LIMITED,Materials
1333,OMA,OMEGA OIL & GAS LIMITED,Energy
1334,OBL,OMNI BRIDGEWAY LIMITED,Financial Services
1335,OM1,OMNIA METALS GROUP LTD,Materials
1336,OSL,ONCOSIL MEDICAL LTD,"Pharmaceuticals, Biotechnology & Life Sciences"
1337,1CG,ONE CLICK GROUP LIMITED,Capital Goods
1338,ONE,ONEVIEW HEALTHCARE PLC,Health Care Equipment & Services
1339,OML,OOH!MEDIA LIMITED,Media & Entertainment
1340,OLL,OPENLEARNING LIMITED,Software & Services
1341,OPN,OPENN NEGOTIATION LIMITED,Commercial & Professional Services
1342,OPH,OPHIR HIGH CONVICTION FUND,Not Applic
1343,OPT,OPTHEA LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
1344,OIL,OPTISCAN IMAGING LIMITED,Health Care Equipment & Services
1345,OPL,OPYL LIMITED,Software & Services
1346,OBM,ORA BANDA MINING LTD,Materials
1347,OMX,ORANGE MINERALS NL,Materials
1348,OEC,ORBITAL CORPORATION LIMITED,Capital Goods
